Reaction ID;dG0
RMNtex;NaN
RMNtpp;NaN
RMPA;6.4076
RNDR1;-44.2649
RNDR1b;NaN
RNDR2;-38.3114
RNDR2b;NaN
RNDR3;-40.2965
RNDR3b;NaN
RNDR4;-39.4626
RNDR4b;NaN
RNTR1c2;NaN
RNTR2c2;NaN
RNTR3c2;NaN
RNTR4c2;NaN
RPE;-3.37
RPI;3.6337
RZ5PP;-14.3553
S2FE2SR;NaN
S2FE2SS;NaN
S2FE2SS2;NaN
S2FE2ST;NaN
S4FE4SR;NaN
S4FE4ST;NaN
S7PI;NaN
SADH;-87.6285
SADT2;23.4882
SARCOX;-76.9516
SBTPD;19.5772
SBTptspp;-45.8721
SBTtex;NaN
SCYSDS;NaN
SDPDS;7.9775
SDPTA;0.76799
SELCYSS;NaN
SELGTHR;NaN
SELGTHR2;NaN
SELGTHR3;NaN
SELNPS;NaN
SELR;NaN
SELtex;NaN
SELtpp;NaN
SEPHCHCS;28.8855
SERASr;1166.0834
SERAT;-6.7253
SERD_D;-27.7708
SERD_L;-28.661
SERTRS;NaN
SERTRS2;NaN
SERt2rpp;NaN
SERt4pp;NaN
SERtex;NaN
SFGTHi;-14.1235
SGDS;-2.5333
SGSAD;-39.4271
SHCHCS3;NaN
SHCHD2;NaN
SHCHF;NaN
SHK3Dr;-80.1242
SHKK;-5.2431
SHSL1;-60.1792
SKMt2pp;NaN
SKMtex;NaN
SLNTtex;NaN
SLNTtpp;NaN
SO2tex;NaN
SO2tpp;NaN
SO3tex;NaN
SO4t2pp;NaN
SO4tex;NaN
SOTA;-1.3671
SPMDAT1;-18.7903
SPMDAT2;-18.6953
SPMDabcpp;-26.3928
SPMDt3pp;NaN
SPMDtex;NaN
SPMS;18.1301
SPODM;NaN
SPODMpp;NaN
SSALx;-32.9224
SSALy;-31.933
SUCASPtpp;NaN
SUCBZL;-13.0735
SUCBZS;NaN
SUCCt2_2pp;NaN
SUCCt2_3pp;NaN
SUCCt3pp;NaN
SUCCtex;NaN
SUCDi;NaN
SUCFUMtpp;NaN
SUCMALtpp;NaN
SUCOAS;-1.8469
SUCRtex;NaN
SUCTARTtpp;NaN
SUCptspp;-49.0129
SULFACabcpp;-26.3928
SULFACtex;NaN
SULR;-129.2368
SULabcpp;-26.3928
T2DECAI;NaN
TAGURr;14.4799
TALA;3.1545
TARTD;-35.2747
TARTRDtex;NaN
TARTRt7pp;NaN
TARTRtex;NaN
TARTt2_3pp;NaN
TAUDO;-184.6367
TAURabcpp;-26.3928
TAURtex;NaN
TCYNTtex;NaN
TDP;-23.0627
TDPADGAT;NaN
TDPAGTA;13.7822
TDPDRE;-12.34
TDPDRR;-7.3107
TDPGDH;-46.1919
TDSK;-9.3923
TDSR1;NaN
TDSR2;NaN
TGBPA;17.8436
THD2pp;0.98935
THDPS;20.1916
THFAT;69.8865
THIORDXi;-315.3046
THMDt2pp_copy1;NaN
THMDt2pp_copy2;NaN
THMDtex;NaN
THMabcpp;-26.3928
THMtex;NaN
THRA2;-2.4931
THRA;9.887
THRD;31.4448
THRD_L;-24.7879
THRPtex;NaN
THRS;-28.2617
THRTRS;NaN
THRabcpp;-26.3928
THRt2pp;NaN
THRt2rpp;NaN
THRt4pp;NaN
THRtex;NaN
THYMt3pp;NaN
THYMtex;NaN
THZPSN3;NaN
TKT1;-2.0954
TKT2;-6.1085
TMAOR1;NaN
TMAOR1pp;NaN
TMAOR2;NaN
TMAOR2pp;NaN
TMAOtex;NaN
TMAtex;NaN
TMDK1;-14.6555
TMDPP;4.3504
TMDS;-44.048
TMK;-5.0911
TMPK;-3.3301
TMPPP;-5.0798
TPI;5.4764
TPRDCOAS;0.070739
TRDR;-12.1778
TRE6PH;-9.7006
TRE6PP;-7.1709
TRE6PS;-15.1692
TREH;-11.6604
TREHpp;-11.6604
TREptspp;-46.9029
TREtex;NaN
TRPAS2;21.0981
TRPS1;-30.5301
TRPS2;-49.759
TRPS3;19.229
TRPTRS;NaN
TRPt2rpp;NaN
TRPtex;NaN
TRSARr;-33.2734
TSULabcpp;-26.3928
TSULtex;NaN
TTDCAtexi;NaN
TTDCEAtexi;NaN
TTRCYCtex;NaN
TTRCYCtpp;NaN
TUNGSabcpp;-26.3928
TUNGStex;NaN
TYMtex;NaN
TYRL;-56.7731
TYROXDApp;-94.5015
TYRPpp;NaN
TYRPtex;NaN
TYRTA;0.0080854
TYRTRS;NaN
TYRt2rpp;NaN
TYRtex;NaN
ThDPAT;NaN
U23GAAT;NaN
UAAGDS;NaN
UACGALPpp;-26.0084
UACGAMPpp;-28.5977
UACGAMtex;NaN
UACMAMO;-17.0423
UAG2E;0.03
UAGAAT;NaN
UAGCVT;-12.2648
UAGDP;-0.92021
UAGPT3;NaN
UAMAGS;-26.7722
UAMAS;-26.3731
UAPGR;-61.7509
UDCPDP;NaN
UDCPDPS;NaN
UDCPDPpp;NaN
UDCPPtppi;NaN
UDPACGALtex;NaN
UDPG4E;2.94
UDPGALM;4.78
UDPGALPpp;-26.6869
UDPGALtex;NaN
UDPGD;-12.8944
UDPGDC;-3.8974
UDPGLCURtex;NaN
UDPGPpp;-29.5669
UDPGtex;NaN
UDPKAAT;26.1273
UGLCURPpp;-29.8967
UGLT;-2.88
UGLYCH;-24.8427
UGMDDS;NaN
UHGADA;-6.9787
ULA4NFT;4.6009
ULA4Ntppi;NaN
UM3PL;NaN
UM4PCP;NaN
UM4PL;NaN
UMPK;-5.1443
UMPtex;NaN
UPLA4FNF;NaN
UPLA4FNT;NaN
UPP3MT;71.8848
UPP3S;-338.4799
UPPDC1;-41.8271
UPPRT;-13.66
URACPAH;NaN
URAt2pp_copy1;NaN
URAt2pp_copy2;NaN
URAtex;NaN
URDGLYCD;-8.1569
UREAtex;NaN
UREAtpp;NaN
URIC;-94.2248
URIH;-12.565
URIK2;-13.9292
URIt2pp_copy1;NaN
URIt2pp_copy2;NaN
URItex;NaN
USHD;-25.9594
VALTA;3.1529
VALTRS;NaN
VALabcpp;-26.3928
VALt2rpp;NaN
VALtex;NaN
VPAMTr;-3.3766
WCOS;NaN
X5PL3E;-0.81105
XAND;-21.7844
XANt2pp;NaN
XANtex;NaN
XANtpp;NaN
XMPtex;NaN
XPPT;-21.9096
XTSNH;-2.1878
XTSNt2rpp;NaN
XTSNtex;NaN
XYLI1;3.7081
XYLI2;-0.091924
XYLK;-23.2365
XYLK2;-21.4665
XYLUt2pp;NaN
XYLUtex;NaN
XYLabcpp;-26.3928
XYLt2pp;NaN
XYLtex;NaN
ZN2abcpp;-26.3928
ZN2t3pp;NaN
ZN2tpp;NaN
ZNabcpp;-26.3928
Zn2tex;NaN
