Reaction ID;dG0
FACOAL140t2pp;NaN
FACOAL141t2pp;NaN
FACOAL160t2pp;-12.2002
FACOAL161t2pp;NaN
FACOAL180t2pp;-9.4599
FACOAL181t2pp;NaN
FACOAL60t2pp;NaN
FACOAL80t2pp;-9.45
FADRx;-16.9881
FADRx2;-17.9775
FALDH2;-17.1704
FALDtex;NaN
FALDtpp;NaN
FALGTHLs;-11.7044
FBA;19.8041
FBA3;12.3334
FBP;-7.5502
FCI;NaN
FCLK;-18.2872
FCLPA;19.7976
FCLT;NaN
FDH4pp;NaN
FDH5pp;NaN
FDMO;-105.8612
FDMO2;-86.8912
FDMO3;NaN
FDMO4;NaN
FDMO6;-104.9371
FE2abcpp;-26.3928
FE2t2pp;NaN
FE2t3pp;NaN
FE2tex;NaN
FE2tpp;NaN
FE3DCITabcpp;NaN
FE3DCITtonex;NaN
FE3DHBZR;NaN
FE3DHBZSabcpp;NaN
FE3DHBZStonex;NaN
FE3HOXR1;NaN
FE3HOXR2;NaN
FE3HOXR3;NaN
FE3HOXUtex;NaN
FE3HOXUtpp;NaN
FE3HOXabcpp;-26.3928
FE3HOXexs;NaN
FE3HOXtonex;NaN
FE3Ri;-189.5278
FE3abcpp;-26.3928
FE3tex;NaN
FECRMR1;NaN
FECRMR2;NaN
FECRMR3;NaN
FECRMUtex;NaN
FECRMUtpp;NaN
FECRMabcpp;-26.3928
FECRMexs;NaN
FECRMtonex;NaN
FEENTERR1;NaN
FEENTERR2;NaN
FEENTERR3;NaN
FEENTERabcpp;-26.3928
FEENTERexs;NaN
FEENTERtex;NaN
FEENTERtonex;NaN
FEENTERtpp;NaN
FEOXAMR1;NaN
FEOXAMR2;NaN
FEOXAMR3;NaN
FEOXAMUtex;NaN
FEOXAMUtpp;NaN
FEOXAMabcpp;-26.3928
FEOXAMexs;NaN
FEOXAMtonex;NaN
FEROpp;-46.8945
FESD1s;NaN
FESD2s;NaN
FESR;NaN
FFSD;-20.7725
FHL;20.4716
FLDR2;NaN
FLVR;10.5605
FLVRx;11.5498
FMETTRS;NaN
FMNAT;-11.2559
FMNRx;-21.6828
FMNRx2;-22.6721
FOMETRi;-69.8865
FORCT;1.5673
FORt2pp;NaN
FORtex;NaN
FORtppi;NaN
FRD2;NaN
FRD3;NaN
FRUK;-14.123
FRULYSDG;NaN
FRULYSE;NaN
FRULYSK;NaN
FRULYSt2pp;NaN
FRULYStex;NaN
FRUURt2rpp;NaN
FRUURtex;NaN
FRUpts2pp;-38.446
FRUptspp;-43.1656
FRUtex;NaN
FTHFD;-21.5524
FTHFLi;-4.8404
FUCtex;NaN
FUCtpp;NaN
FUM;-3.45
FUMt2_2pp;NaN
FUMt2_3pp;NaN
FUMtex;NaN
FUSAtex;NaN
FUSAtpp;NaN
G1PACT;-21.125
G1PPpp;-16.5514
G1PTT;-2.0199
G1Ptex;NaN
G1SAT;-7.5047
G2PP;-23.4172
G2PPpp;-23.4172
G3PAT120;NaN
G3PAT140;NaN
G3PAT141;NaN
G3PAT160;NaN
G3PAT161;NaN
G3PAT180;NaN
G3PAT181;NaN
G3PCabcpp;-26.3928
G3PCtex;NaN
G3PD2;27.3983
G3PD5;NaN
G3PD6;NaN
G3PD7;NaN
G3PEabcpp;-26.3928
G3PEtex;NaN
G3PGabcpp;-26.3928
G3PGtex;NaN
G3PIabcpp;-26.3928
G3PItex;NaN
G3PSabcpp;NaN
G3PStex;NaN
G3PT;-10.8361
G5SADs;11.431
G5SD;-10.1311
G6PDA;6.1246
G6PDH2r;-2.3177
G6PP;-9.1307
G6Pt6_2pp;NaN
G6Ptex;NaN
GAL1PPpp;-15.4314
GAL1Ptex;NaN
GALBDtex;NaN
GALCTD;-41.9099
GALCTLO;14.4799
GALCTND;-41.9097
GALCTNLt2pp;NaN
GALCTNLtex;NaN
GALCTNt2pp;NaN
GALCTNtex;NaN
GALCTt2rpp;NaN
GALCTtex;NaN
GALKr;-10.9614
GALM2pp;6.25
GALS3;-10.7302
GALT1;NaN
GALTptspp;-40.3221
GALTtex;NaN
GALURt2rpp;NaN
GALURtex;NaN
GALUi;0.049018
GALabcpp;-26.3928
GALt2pp;NaN
GALtex;NaN
GAM6Pt6_2pp;NaN
GAMAN6Ptex;NaN
GAMptspp;-36.8454
GAMtex;NaN
GAPD;7.7793
GARFT;5.1662
GART;0.32585
GBBTNtex;NaN
GCALDD;-58.7661
GDMANE;NaN
GDPDPK;-5.3864
GDPMNH;-18.2367
GDPMNP;-27.2865
GDPTPDP;-29.002
GDPtex;NaN
GF6PTA;-17.5525
GGGABADr;-35.791
GGGABAH;-16.2286
GGPTRCO;NaN
GGPTRCS;NaN
GHBDHx;-0.19531
GHMT2r;-6.516
GK1;-3.411
GLBRAN2;NaN
GLCATr;-1.5024
GLCDpp;NaN
GLCNt2rpp;NaN
GLCNtex;NaN
GLCP;NaN
GLCP2;NaN
GLCRAL;21.804
GLCRD;-41.9099
GLCRt2rpp;NaN
GLCRtex;NaN
GLCS1;NaN
GLCTR1;NaN
GLCTR2;NaN
GLCTR3;NaN
GLCUR1Ptex;NaN
GLCURt2rpp;NaN
GLCURtex;NaN
GLCabcpp;-26.3928
GLCptspp;-44.9431
GLCt2pp;NaN
GLCtex_copy1;NaN
GLCtex_copy2;NaN
GLDBRAN2;NaN
GLGC;-7.9107
GLNS;-14.9649
GLNTRS;NaN
GLNabcpp;-26.3928
GLNtex;NaN
GLTPD;14.2272
GLU5K;26.485
GLUABUTt7pp;NaN
GLUCYS;-31.1584
GLUDC;-24.9602
GLUDy;38.9216
GLUN;-11.4279
GLUNpp;-11.4279
GLUPRT;-54.482
GLUR;-0.62
GLUSy;-50.3495
GLUTRR;NaN
GLUTRS;NaN
GLUabcpp;-26.3928
GLUt2rpp;NaN
GLUt4pp;NaN
GLUtex;NaN
GLXCL;-19.6413
GLYALDtex;NaN
GLYALDtpp;NaN
GLYAT;38.5622
GLYBabcpp;-26.3928
GLYBt2pp;NaN
GLYBtex;NaN
GLYC2Pabcpp;-26.3928
GLYC2Ptex;NaN
GLYC3Pabcpp;-26.3928
GLYC3Pt6pp;NaN
GLYC3Ptex;NaN
GLYCAt2rpp;NaN
GLYCAtex;NaN
GLYCDx;24.5832
GLYCK;-10.9551
GLYCK2;-6.736
GLYCL;22.7074
GLYCLTDx;-44.5936
GLYCLTDy;-45.583
GLYCLTt2rpp;NaN
GLYCLTt4pp;NaN
GLYCLTtex;NaN
GLYCTO2;NaN
GLYCTO3;NaN
GLYCTO4;NaN
GLYCtex;NaN
GLYCtpp;NaN
GLYK;-15.5567
GLYOX;-30.009
GLYOX3;-53.4797
GLYTRS;NaN
GLYt2pp_copy1;NaN
GLYt2pp_copy2;NaN
GLYt4pp;NaN
GLYtex;NaN
GMAND;-51.3101
GMHEPAT;-10.5307
GMHEPK;NaN
GMHEPPA;NaN
GMPR;-25.3726
GMPS2;-43.5968
GMPtex;NaN
GND;11.1731
GNK;-10.11
GOFUCR;NaN
GP4GH;-47.0583
GPDDA1;-247.661
GPDDA1pp;-247.661
GPDDA2;-241.4939
GPDDA2pp;-241.4939
GPDDA3;NaN
GPDDA3pp;NaN
GPDDA4;-254.7568
GPDDA4pp;-254.7568
GPDDA5;-256.8468
GPDDA5pp;-256.8468
GRTT;-72.909
GRXR;NaN
GSNK;-20.52
GSNt2pp;NaN
GSNtex;NaN
GSPMDA;-2.7868
GSPMDS;-23.606
GTHOXtex;NaN
GTHOr;-17.4236
GTHPi;-310.0588
GTHRDHpp;-3.3148
GTHRDabc2pp;-26.3928
GTHRDabcpp;-26.3928
GTHRDtex;NaN
GTHS;-24.9484
GTPCI;-92.4217
GTPCII2;-62.939
GTPDPDP;-23.8615
GTPDPK;-5.4471
GTPHs;6.2696
GTPtex;NaN
GUACYC;6.9361
GUAD;-8.9254
GUAPRT;-28.5548
GUAt2pp;NaN
GUAtex;NaN
GUAtpp;NaN
GUI1;0.55691
GUI2;1.3969
GUR1PPpp;-16.4799
H2O2tex;NaN
H2Otex;NaN
H2Otpp;NaN
H2SO;-832.0529
H2St1pp;NaN
H2Stex;NaN
H2tex;NaN
H2tpp;NaN
HACD1;-18.0054
HACD2;-24.6516
HACD3;-20.6058
HACD4;-20.6058
HACD5;-20.6058
HACD6;-20.6058
HACD7;-20.6058
HACD8;NaN
HADPCOADH3;20.6446
HBZOPT;-75.9103
HCINNMt2rpp;NaN
HCINNMtex;NaN
HCO3E;-4.9139
HCYSMT;10.4103
HCYSMT2;11.3551
HDCAtexi;NaN
HDCEAtexi;NaN
HEMEOS;NaN
HEPK1;NaN
HEPK2;NaN
HEPT1;NaN
HEPT2;NaN
HEPT3;NaN
HEPT4;NaN
HETZK;-17.2265
HEX1;-17.2621
HEX4;-16.7915
HEX7;-10.765
HEXt2rpp;NaN
HG2abcpp;-26.3928
HG2t3pp;NaN
HG2tex;NaN
HISTD;-6.5004
HISTP;-16.7879
HISTRS;NaN
HISabcpp;-26.3928
HISt2rpp;NaN
HIStex;NaN
HKNDDH;-52.453
HKNTDH;-52.5514
HMBS;-128.7341
HMPK1;-11.9953
HOMt2pp;NaN
HOMtex;NaN
HOPNTAL;10.2301
HPPK2;-9.2449
HPPPNDO;-257.1347
HPPPNt2rpp;NaN
HPPPNtex;NaN
HPYRI;1.4099
HPYRRx;-31.8635
HPYRRy;-32.8529
HSDy;23.9184
HSK;-31.0734
HSST;-24.1651
HSTPT;7.6208
HXAND;17.2847
HXAtex;NaN
HXCT;NaN
HXPRT;-26.7279
HYD1pp;NaN
HYD2pp;NaN
HYD3pp;NaN
HYPOE;-13.7151
HYXNtex;NaN
HYXNtpp;NaN
Htex;NaN
I2FE2SR;NaN
I2FE2SS;NaN
I2FE2SS2;NaN
I2FE2ST;NaN
I4FE4SR;NaN
I4FE4ST;NaN
ICDHyr;6.3933
ICHORS_copy1;0.98006
ICHORS_copy2;0.98006
ICHORT;-43.9266
ICL;8.6379
ICYSDS;NaN
IDOND;-20.639
IDOND2;-21.6284
IDONt2rpp;NaN
IDONtex;NaN
IG3PS;-28.8046
IGPDH;-41.6929
IGPS;-86.0675
ILETA;-4.697
ILETRS;NaN
ILEabcpp;-26.3928
ILEt2rpp;NaN
ILEtex;NaN
IMPC;18.3302
IMPD;22.103
IMPtex;NaN
INDOLEt2pp;NaN
INDOLEt2rpp;NaN
INDOLEtex;NaN
INOSTt4pp;NaN
INSH;-3.9194
INSK;-20.822
INSTtex;NaN
INSt2pp_copy1;NaN
INSt2pp_copy2;NaN
INStex;NaN
IPDDI;-4.9063
IPDPS;-61.4869
IPMD;20.6627
IPPMIa;-3.1957
IPPMIb;-3.2077
IPPS;-25.3289
ISETACabcpp;-26.3928
ISETACtex;NaN
K2L4Aabcpp;-26.3928
K2L4Aabctex;-26.3928
KARA1;21.6331
KARA2;-21.6332
KAS14;NaN
KAS15;NaN
KDOCT2;NaN
KDOPP;NaN
KDOPS;-64.0827
KG6PDC;-12.6647
Kabcpp;-26.3928
Kt2pp;NaN
Kt3pp;NaN
Ktex;NaN
L_LACD2;NaN
L_LACD3;NaN
L_LACt2rpp;NaN
L_LACtex;NaN
LA4NTpp;NaN
LACZ;-10.8902
LACZpp;-10.8902
LADGMDH;NaN
LALADGLUtex;NaN
LALADGLUtpp;NaN
LALALGLUtex;NaN
LALALGLUtpp;NaN
LALDO2x;-17.9732
LALDO3;-11.6925
LALGP;NaN
LCADi;-45.8365
LCARR;-23.1132
LCARS;-30.3832
LCTSt3ipp;NaN
LCTStex;NaN
LCTStpp;NaN
LDH_D;24.414
LDH_D2;NaN
LEUTAi;1.1752
LEUTRS;NaN
LEUabcpp;-26.3928
LEUt2rpp;NaN
LEUtex;NaN
LGTHL;-23.4706
LIPACabcpp;NaN
LIPAHT2ex;NaN
LIPAHTex;NaN
LIPAMPL;NaN
LIPATPT;1167.0497
LIPAabcpp;-26.3928
LIPAabctex;-26.3928
LIPOCT;NaN
LIPOS;NaN
LIPOt2pp;NaN
LIPOtex;NaN
LPADSS;-21.1706
LPLIPAL1A120pp;NaN
LPLIPAL1A140pp;NaN
LPLIPAL1A141pp;NaN
LPLIPAL1A160pp;NaN
LPLIPAL1A161pp;NaN
LPLIPAL1A180pp;NaN
LPLIPAL1A181pp;NaN
LPLIPAL1E120pp;NaN
LPLIPAL1E140pp;NaN
LPLIPAL1E141pp;NaN
LPLIPAL1E160pp;NaN
LPLIPAL1E161pp;NaN
LPLIPAL1E180pp;NaN
LPLIPAL1E181pp;NaN
LPLIPAL1G120pp;NaN
LPLIPAL1G140pp;NaN
LPLIPAL1G141pp;NaN
LPLIPAL1G160pp;NaN
LPLIPAL1G161pp;NaN
LPLIPAL1G180pp;NaN
LPLIPAL1G181pp;NaN
LPLIPAL2A120;NaN
LPLIPAL2A140;NaN
LPLIPAL2A141;NaN
LPLIPAL2A160;NaN
LPLIPAL2A161;NaN
LPLIPAL2A180;NaN
LPLIPAL2A181;NaN
LPLIPAL2ATE120;NaN
LPLIPAL2ATE140;NaN
LPLIPAL2ATE141;NaN
LPLIPAL2ATE160;NaN
LPLIPAL2ATE161;NaN
LPLIPAL2ATE180;NaN
LPLIPAL2ATE181;NaN
LPLIPAL2ATG120;NaN
LPLIPAL2ATG140;NaN
LPLIPAL2ATG141;NaN
LPLIPAL2ATG160;NaN
LPLIPAL2ATG161;NaN
LPLIPAL2ATG180;NaN
LPLIPAL2ATG181;NaN
LPLIPAL2E120;NaN
LPLIPAL2E140;NaN
LPLIPAL2E141;NaN
LPLIPAL2E160;NaN
LPLIPAL2E161;NaN
LPLIPAL2E180;NaN
LPLIPAL2E181;NaN
LPLIPAL2G120;NaN
LPLIPAL2G140;NaN
LPLIPAL2G141;NaN
LPLIPAL2G160;NaN
LPLIPAL2G161;NaN
LPLIPAL2G180;NaN
LPLIPAL2G181;NaN
LSERDHr;22.611
LYSDC;-25.2822
LYSTRS;NaN
LYSabcpp;-26.3928
LYSt2pp;NaN
LYSt3pp;NaN
LYStex;NaN
LYXI;12.7481
LYXt2pp;NaN
LYXtex;NaN
M1PD;15.1372
MACPD;NaN
MALCOAMT;NaN
MALDDH;22.2584
MALDt2_2pp;NaN
MALDtex;NaN
MALS;-32.7076
MALTATr;-2.6724
MALTHXabcpp;-26.3928
MALTHXtexi;NaN
MALTPTabcpp;NaN
MALTPTtexi;NaN
MALTTRabcpp;-26.3928
MALTTRtexi;NaN
MALTTTRabcpp;-26.3928
MALTTTRtexi;NaN
MALTabcpp;-26.3928
MALTptspp;-40.3425
MALTtexi;NaN
MALt2_2pp;NaN
MALt2_3pp;NaN
MALt3pp;NaN
MALtex;NaN
MAN1PT2;4.3047
MAN6PI;3.2245
MAN6Pt6_2pp;NaN
MAN6Ptex;NaN
MANAO;14.0599
MANGLYCptspp;-42.2802
MANGLYCtex;NaN
MANPGH;-10.5025
MANptspp;-44.4725
MANtex;NaN
MCITD;-0.76508
MCITL2;9.3424
MCITS;-39.1734
MCOATA;NaN
MCPST;-79.1397
MCTP1App;NaN
MCTP1Bpp;NaN
MCTP2App;NaN
MDDCP1pp;NaN
MDDCP2pp;NaN
MDDCP3pp;NaN
MDDCP4pp;NaN
MDDCP5pp;NaN
MDDEP1pp;NaN
MDDEP2pp;NaN
MDDEP3pp;NaN
MDDEP4pp;NaN
MDH;30.3352
MDH2;NaN
MDH3;NaN
ME1;13.0083
ME2;13.9977
MECDPDH5;NaN
MECDPS;1820.272
MELIBt2pp;NaN
MELIBt3ipp;NaN
MELIBtex;NaN
MEOHtex;NaN
MEOHtrpp;NaN
MEPCT;-4.7301
METAT;-93.7935
METDabcpp;-26.3928
METDtex;NaN
METOX1s;NaN
METOX2s;NaN
METS;-10.0918
METSOX1abcpp;-26.3928
METSOX1tex;NaN
METSOX2abcpp;-26.3928
METSOX2tex;NaN
METSOXR1;NaN
METSOXR2;NaN
METTRS;NaN
METabcpp;-26.3928
METtex;NaN
MG2t3_2pp;NaN
MG2tex;NaN
MG2tpp;NaN
MG2uabcpp;-26.3928
MGSA;-56.4618
MI1PP;-20.6913
MICITDr;0.76382
MINCYCtex;NaN
MINCYCtpp;NaN
MINOHPtexi;NaN
MLDCP1App;NaN
MLDCP1Bpp;NaN
MLDCP2App;NaN
MLDCP2Bpp;NaN
MLDCP3App;NaN
MLDEP1pp;NaN
MLDEP2pp;NaN
MLTG1;-12.9102
MLTG2;-13.3902
MLTG3;NaN
MLTG4;NaN
MLTG5;NaN
MLTGY1pp;NaN
MLTGY2pp;NaN
MLTGY3pp;NaN
MLTGY4pp;NaN
MLTP1;NaN
MLTP2;NaN
MLTP3;NaN
MMCD;-19.6107
MMETt2pp;NaN
MMETtex;NaN
MMM;7.5701
MN2t3pp;NaN
MN2tpp;NaN
MN6PP;-9.6013
MNLptspp;-43.1521
MNLtex;NaN
MNNH;-37.4297
MNt2pp;NaN
MNtex;NaN
MOADSUx;NaN
MOAT;-246.8473
MOAT2;-240.633
MOAT3C;NaN
MOBDabcpp;-26.3928
MOBDtex;NaN
MOCDS;NaN
MOCOS;NaN
MOGDS;NaN
MOHMT;5.45
MOX;-103.0981
MPTAT;NaN
MPTG;NaN
MPTG2;NaN
MPTS;NaN
MPTSS;NaN
MSAR;-24.8241
MSO3abcpp;-26.3928
MSO3tex;NaN
MTAN;-11.7208
MTHFC;-5.0045
MTHFD;9.9078
MTHFR2;-37.9085
MTHTHFSs;NaN
MTRPOX;-61.0154
N2Otex;NaN
N2Otpp;NaN
NACODA;-8.3456
NACtex;NaN
NACtpp;NaN
NADDP;-36.008
NADH10;NaN
NADH16pp;NaN
NADH17pp;NaN
NADH18pp;NaN
NADH5;NaN
NADH9;NaN
NADK;-11.8306
NADN;-34.9522
NADPHQR2;NaN
NADPHQR3;NaN
NADPHQR4;NaN
NADPPPS;-14.5622
NADS1;-16.2829
NADTRHD;-0.98935
NAMNPP;-28.4552
NAt3_1p5pp;NaN
NAt3_2pp;NaN
NAt3pp;NaN
NAtex;NaN
NDPK1;-2.4705
NDPK2;-2.3417
NDPK3;-0.46379
NDPK4;2.8628
NDPK5;2.7661
NDPK6;1.7968
NDPK7;4.3389
NDPK8;3.1301
NH4tex;NaN
NH4tpp;NaN
NHFRBO;-290.5632
NI2abcpp;-26.3928
NI2t3pp;NaN
NI2tex;NaN
NI2tpp;NaN
NI2uabcpp;-26.3928
NMNAT;1.5589
NMNDA;5.017
NMNN;-22.8726
NMNPtpp;NaN
NMNt7pp;-22.8726
NMNtex;NaN
NNAM;-6.5555
NNATr;-21.6244
NNDMBRT;-21.5265
NNDPR;-22.9351
NO2t2rpp;NaN
NO2tex;NaN
NO3R1bpp;NaN
NO3R1pp;NaN
NO3R2bpp;NaN
NO3R2pp;NaN
NO3t7pp;NaN
NO3tex;NaN
NODOx;-488.5407
NODOy;-489.53
NOVBCNtex;NaN
NOVBCNtpp;NaN
NOtex;NaN
NOtpp;NaN
NTD1;-13.6348
NTD10;-12.1207
NTD10pp;-12.1207
NTD11;-5.5708
NTD11pp;-5.5708
NTD12;-15.3077
NTD12pp;-15.3077
NTD1pp;-13.6348
NTD2;-9.9931
NTD2pp;-9.9931
NTD3;-15.9644
NTD3pp;-15.9644
NTD4;-15.4076
NTD4pp;-15.4076
NTD5;-11.7373
NTD5pp;-11.7373
NTD6;-16.7944
NTD6pp;-16.7944
NTD7;-14.1972
NTD7pp;-14.1972
NTD8;-14.448
NTD8pp;-14.448
NTD9;-5.8728
NTD9pp;-5.8728
NTP1;-26.3928
NTP10;-30.1207
NTP11;-29.0307
NTP12;-29.0305
NTP3;-23.9223
NTP3pp;-23.9223
NTP5;-25.929
NTPP1;-39.8437
NTPP10;-39.6857
NTPP11;-39.6722
NTPP2;-31.1224
NTPP3;-38.1971
NTPP4;-33.3326
NTPP5;-39.6925
NTPP6;-34.4492
NTPP7;-36.7429
NTPP8;-29.5179
NTPP9;-8.2125
NTPTP1;NaN
NTPTP2;NaN
NTRIR2x;-395.5389
NTRIR3pp;NaN
NTRIR4pp;NaN
O16A4COLIPAabctex;NaN
O16A4Lpp;NaN
O16AP1pp;NaN
O16AP2pp;NaN
O16AP3pp;NaN
O16AT;NaN
O16AUNDtpp;NaN
O16GALFT;NaN
O16GLCT1;NaN
O16GLCT2;NaN
O2Stex;NaN
O2tex;NaN
O2tpp;NaN
OAADC;-17.3269
OBTFL;-2.1636
OCBT;-7.1732
OCDCAtexi;NaN
OCDCEAtexi;NaN
OCTAtex;NaN
OCTDPS;-364.5151
OCTNLL;NaN
OGMEACPD;NaN
OGMEACPR;NaN
OGMEACPS;NaN
OHPBAT;9.6379
OHPHM;-8.9344
OMBZLM;NaN
OMCDC;-19.4066
OMMBLHX;NaN
OMMBLHX3;NaN
OMPDC;-29.8822
OMPHHX;NaN
OMPHHX3;NaN
OP4ENH;-0.71906
OPHBDC;-11.0049
OPHHX;-211.3659
OPHHX3;-34.1883
OPMEACPD;NaN
OPMEACPR;NaN
OPMEACPS;NaN
ORNDC;-22.3123
ORNabcpp;-48.1328
ORNtex;21.74
OROTt2_2pp;NaN
OROTtex;NaN
ORPT;-14.4113
OXAMTC;8.0298
OXCDC;-19.0261
OXCOAHDH;NaN
OXDHCOAT;NaN
P5CD;-55.1671
P5CR;-52.0424
PA120abcpp;NaN
PA140abcpp;NaN
PA141abcpp;NaN
PA160abcpp;NaN
PA161abcpp;NaN
PA180abcpp;NaN
PA181abcpp;NaN
PACALDt2rpp;NaN
PACALDtex;NaN
PACCOAE;NaN
PACCOAL;-11.112
PANTS;-41.371
PAPA120;NaN
PAPA120pp;NaN
PAPA140;NaN
PAPA140pp;NaN
PAPA141;NaN
PAPA141pp;NaN
PAPA160;NaN
PAPA160pp;NaN
PAPA161;NaN
PAPA161pp;NaN
PAPA180;NaN
PAPA180pp;NaN
PAPA181;NaN
PAPA181pp;NaN
PAPPT3;2.6614
PAPSR;-34.1465
PAPSR2;NaN
PDE1;-41.4951
PDE4;-38.0584
PDH;-35.3155
PDX5PO2;22.4903
PDX5POi;-110.943
PDX5PS;-229.178
PDXPP;-17.2514
PE120abcpp;NaN
PE140abcpp;NaN
PE141abcpp;NaN
PE160abcpp;NaN
PE161abcpp;NaN
PE180abcpp;NaN
PE181abcpp;NaN
PEAMNOpp;-94.49
PEAMNtex;NaN
PERD;20.6959
PETNT161pp;NaN
PETNT181pp;NaN
PFK;-18.8425
PFK_2;-16.8821
PFK_3;-8.2173
PFL;-21.2203
PG120abcpp;NaN
PG140abcpp;NaN
PG141abcpp;NaN
PG160abcpp;NaN
PG161abcpp;NaN
PG180abcpp;NaN
PG181abcpp;NaN
PGAMT;-2.7517
PGCD;34.5801
PGI;6.4052
PGK;18.453
PGL;-20.9265
PGLYCP;-29.8138
PGM;-4.2191
PGMT;-7.4207
PGP120abcpp;NaN
PGP140abcpp;NaN
PGP141abcpp;NaN
PGP160abcpp;NaN
PGP161abcpp;NaN
PGP180abcpp;NaN
PGP181abcpp;NaN
PGPP120;NaN
PGPP120pp;NaN
PGPP140;NaN
PGPP140pp;NaN
PGPP141;NaN
PGPP141pp;NaN
PGPP160;NaN
PGPP160pp;NaN
PGPP161;NaN
PGPP161pp;NaN
PGPP180;NaN
PGPP180pp;NaN
PGPP181;NaN
PGPP181pp;NaN
PGSA120;NaN
PGSA140;NaN
PGSA141;NaN
PGSA160;NaN
PGSA161;NaN
PGSA180;NaN
PGSA181;NaN
PHEMEabcpp;-26.3928
PHEMEtiex;NaN
PHETA1;-0.48294
PHETRS;NaN
PHEt2rpp;NaN
PHEtex;NaN
PHYTSpp;-56.5107
PIt2rpp;NaN
PItex;NaN
PIuabcpp;-26.3928
PLIPA1A120pp;NaN
PLIPA1A140pp;NaN
PLIPA1A141pp;NaN
PLIPA1A160pp;NaN
PLIPA1A161pp;NaN
PLIPA1A180pp;NaN
PLIPA1A181pp;NaN
PLIPA1E120pp;NaN
PLIPA1E140pp;NaN
PLIPA1E141pp;NaN
PLIPA1E160pp;NaN
PLIPA1E161pp;NaN
PLIPA1E180pp;NaN
PLIPA1E181pp;NaN
PLIPA1G120pp;NaN
PLIPA1G140pp;NaN
PLIPA1G141pp;NaN
PLIPA1G160pp;NaN
PLIPA1G161pp;NaN
PLIPA1G180pp;NaN
PLIPA1G181pp;NaN
PLIPA2A120pp;NaN
PLIPA2A140pp;NaN
PLIPA2A141pp;NaN
PLIPA2A160pp;NaN
PLIPA2A161pp;NaN
PLIPA2A180pp;NaN
PLIPA2A181pp;NaN
PLIPA2E120pp;NaN
PLIPA2E140pp;NaN
PLIPA2E141pp;NaN
PLIPA2E160pp;NaN
PLIPA2E161pp;NaN
PLIPA2E180pp;NaN
PLIPA2E181pp;NaN
PLIPA2G120pp;NaN
PLIPA2G140pp;NaN
PLIPA2G141pp;NaN
PLIPA2G160pp;NaN
PLIPA2G161pp;NaN
PLIPA2G180pp;NaN
PLIPA2G181pp;NaN
PMANM;-4.3306
PMDPHT;-14.0827
PMEACPE;NaN
PMPK;-4.0509
PNTK;-7.8664
PNTOt4pp;NaN
PNTOtex;NaN
POAACR;NaN
POR5;NaN
POX;NaN
PPA;-15.7817
PPA2;NaN
PPAKr;NaN
PPALtex;NaN
PPALtpp;NaN
PPAt4pp;NaN
PPAtex;NaN
PPBNGS;-109.5392
PPC;-36.7469
PPCDC;-21.0615
PPCK;10.3541
PPCSCT;NaN
PPGPPDP;-29.0628
PPK2;NaN
PPK;-10.6111
PPM;-13.3713
PPM2;-28.8859
PPNCL2;-44.8058
PPND;-13.8843
PPNDH;-72.5367
PPPGO;NaN
PPPGO3;NaN
PPPNDO;NaN
PPPNt2rpp;NaN
PPPNtex;NaN
PPS;3.8429
PPTHpp;NaN
PPTtex;NaN
PRAGSr;-23.1065
PRAIS;NaN
PRAIi;-5.8454
PRAMPC;NaN
PRASCSi;NaN
PRATPP;NaN
PRFGS;NaN
PRMICI;-5.747
PROD2;34.0649
PROGLYabcpp;NaN
PROGLYtex;NaN
PROTRS;NaN
PROabcpp;-26.3928
PROt2rpp;NaN
PROt4pp;NaN
PROtex;NaN
PRPPS;2.0583
PSCLYSt2pp;NaN
PSCLYStex;NaN
PSCVT;-12.7583
PSD120;NaN
PSD140;NaN
PSD141;NaN
PSD160;NaN
PSD161;NaN
PSD180;NaN
PSD181;NaN
PSERT;-11.502
PSERtex;NaN
PSP_L;-10.4223
PSP_Lpp;-10.4223
PSSA120;NaN
PSSA140;NaN
PSSA141;NaN
PSSA160;NaN
PSSA161;NaN
PSSA180;NaN
PSSA181;NaN
PTA2;17.955
PTAr;9.8177
PTHRpp;-31.3093
PTPATi;-17.361
PTRCORNt7pp;21.74
PTRCTA;2.2291
PTRCabcpp;-26.3928
PTRCt2pp;NaN
PTRCtex;NaN
PUNP1;8.2111
PUNP2;11.2836
PUNP3;11.2914
PUNP4;15.7599
PUNP5;9.1626
PUNP6;9.8245
PUNP7;10.8941
PYAM5PO;-96.8164
PYDAMK;-12.6777
PYDAMtex;NaN
PYDAMtpp;NaN
PYDXK;-14.0392
PYDXNK;-9.1414
PYDXNtex;NaN
PYDXNtpp;NaN
PYDXPP;-12.3536
PYDXtex;NaN
PYDXtpp;NaN
PYK;-27.681
PYNP2r;0.51693
PYROX;NaN
PYRt2rpp;NaN
PYRtex;NaN
QMO2;NaN
QMO3;NaN
QUIN2tex;NaN
QUIN2tpp;NaN
QUINDH;16.6433
QULNS;-224.75
R15BPK;8.9218
R1PK;-22.7896
R5PP;0.28932
R5PPpp;0.28932
R5Ptex;NaN
RBFK;1.6014
RBFSa;-81.5111
RBFSb;-162.7272
RBK;-26.6821
RBK_L1;-12.2975
RBP4E;-0.49895
REPHACCOAI;NaN
RFAMPtex;NaN
RFAMPtpp;NaN
RHAT1;NaN
RHCCE;-12.1331
RIBabcpp;-26.3928
RIBtex;NaN
RMI;0.17883
RMK;-2.2472
